user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
ERR687891.bin.7.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	83.63	11	0.4830458578468528	N/A
ERR687891.bin.12.orig	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.29	11	0.7238582428613248	N/A
ERR687891.bin.8.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	37.3	11	0.7135069435940623	N/A
ERR687891.bin.2.permissive	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	N/A	N/A	N/A	N/A	N/A	GCA_003219435.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003219435	83.94	0.78	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	Placement	taxonomic classification fully defined by topology	GCA_003218395.1, s__AV55 sp003218395, 95.0, 80.19, 0.62; GCA_003218785.1, s__AV55 sp003218785, 95.0, 80.17, 0.59; GCA_003218615.1, s__AV55 sp003218615, 95.0, 79.24, 0.56; GCA_003218345.1, s__AV55 sp003218345, 95.0, 78.51, 0.38; GCA_003218975.1, s__AV55 sp003218975, 95.0, 78.45, 0.56; GCA_003217835.1, s__AV55 sp003217835, 95.0, 78.37, 0.4; GCA_003219355.1, s__AV55 sp003219355, 95.0, 78.35, 0.47; GCA_003218815.1, s__AV55 sp003218815, 95.0, 78.24, 0.34; GCA_003218885.1, s__AV55 sp003218885, 95.0, 78.07, 0.44; GCA_003218415.1, s__AV55 sp003218415, 95.0, 77.89, 0.39; GCA_003219415.1, s__AV55 sp003219415, 95.0, 77.84, 0.4; GCA_003217895.1, s__AV55 sp003217895, 95.0, 77.81, 0.39; GCA_003218755.1, s__AV55 sp003218755, 95.0, 77.8, 0.4; GCA_003220005.1, s__AV55 sp003220005, 95.0, 77.78, 0.34; GCA_003218535.1, s__AV55 sp003218535, 95.0, 77.73, 0.38; GCA_003219005.1, s__AV55 sp003219005, 95.0, 77.67, 0.42; GCA_003221195.1, s__AV55 sp003221195, 95.0, 77.66, 0.37; GCA_003217875.1, s__AV55 sp003217875, 95.0, 77.66, 0.36; GCA_003218915.1, s__AV55 sp003218915, 95.0, 77.65, 0.38; GCA_003219335.1, s__AV55 sp003219335, 95.0, 77.63, 0.41; GCA_003219695.1, s__AV55 sp003219695, 95.0, 77.53, 0.48; GCA_003218475.1, s__AV55 sp003218475, 95.0, 77.47, 0.42; GCA_003218135.1, s__AV55 sp003218135, 95.0, 77.42, 0.34; GCA_003219465.1, s__AV55 sp003219465, 95.0, 77.26, 0.09; GCA_003218945.1, s__AV55 sp003218945, 95.0, 76.38, 0.14	64.33	11	0.9579851885472312	N/A
ERR687891.bin.6.orig	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	33.55	11	0.7325326853164357	N/A
ERR687891.bin.11.permissive	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Binatota;c__Binatia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	53.13	11	0.7403710760552102	N/A
ERR687892.bin.6.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 76.32, 0.24	83.67	11	0.9169522852167317	N/A
ERR687892.bin.5.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	51.78	11	0.8194283316316334	N/A
ERR687892.bin.9.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	85.83	11	0.7765273630694698	N/A
ERR687892.bin.10.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	69.34	11	0.7719640337094995	N/A
ERR687892.bin.8.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.31	11	0.6474634468297398	N/A
ERR687892.bin.7.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	85.32	11	0.48299864780373125	N/A
ERR687892.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002403895.1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__UBA4742;s__UBA4742 sp002403895	76.64	0.16	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.06	11	0.7228297555157521	N/A
ERR687892.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	31.17	11	0.7317147286998023	N/A
ERR687892.bin.2.permissive	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	55.3	11	0.8147027042218675	N/A
ERR687893.bin.4.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	77.05	11	0.91397847026658	N/A
ERR687893.bin.1.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	61.57	11	0.8258954254115558	N/A
ERR687893.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.78	11	0.9231100281005092	N/A
ERR687893.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.0	11	0.859313310297009	N/A
ERR687894.bin.6.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	72.97	11	0.9142556441287386	N/A
ERR687894.bin.1.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	57.77	11	0.834432911930976	N/A
ERR687894.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	51.65	11	0.9225616427351415	N/A
ERR687894.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.35	11	0.8676192006584251	N/A
ERR687894.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.02	11	0.8610803025297464	N/A
ERR687895.bin.6.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	55.91	11	0.9187106809362809	N/A
ERR687895.bin.4.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	43.03	11	0.7726081975176291	N/A
ERR687895.bin.7.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	53.34	11	0.7724107953794236	N/A
ERR687895.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	76.15	11	0.8614339974691824	N/A
ERR687895.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.89	11	0.738846811856009	N/A
ERR687895.bin.1.permissive	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.89	11	0.7303428214794226	N/A
ERR687896.bin.6.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	50.35	11	0.9125493895287888	N/A
ERR687896.bin.10.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	43.48	11	0.9098922770563869	N/A
ERR687896.bin.4.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	70.92	11	0.7756129308586859	N/A
ERR687896.bin.9.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	42.33	11	0.7296487763482157	N/A
ERR687896.bin.7.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	69.33	11	0.8172374219533132	N/A
ERR687896.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	49.66	11	0.6512495951561699	N/A
ERR687896.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003134505.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__PALSA-612;s__PALSA-612 sp003134505	77.3	0.33	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.04	11	0.8109365138042678	N/A
ERR687896.bin.5.permissive	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	Placement	taxonomic novelty determined using RED	N/A	64.72	11	0.7358394921032467	N/A
ERR687897.bin.9.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.33	11	0.8226827165876563	N/A
ERR687897.bin.7.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.76	11	0.8193425450064897	N/A
ERR687897.bin.2.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	66.32	11	0.7705280042412241	N/A
ERR687897.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__	Placement	taxonomic classification fully defined by topology	GCF_000720925.1, s__Phycicoccus jejuensis, 95.0, 80.96, 0.73; GCF_002846495.1, s__Phycicoccus duodecadis, 95.0, 80.83, 0.67; GCF_001428065.1, s__Phycicoccus sp001428065, 95.0, 80.7, 0.65; GCF_000367525.1, s__Phycicoccus elongata, 95.0, 79.23, 0.41	67.78	11	0.9274297964086193	N/A
ERR687897.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	35.83	11	0.8681105060198872	Genome has more than 11.7% of markers with multiple hits
ERR687897.bin.6.strict	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.66	11	0.8750433539852646	N/A
ERR687897.bin.10.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.21	11	0.7628991884732825	N/A
ERR687897.bin.11.strict	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	33.73	11	0.4849731136009518	N/A
ERR687897.bin.8.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	37.26	11	0.7454118850653214	N/A
ERR687897.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.73	11	0.8587746662518061	N/A
ERR687897.bin.4.orig	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	N/A	N/A	N/A	N/A	N/A	GCF_900110395.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp900110395	90.87	0.99	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	Placement	taxonomic classification fully defined by topology	GCF_001557035.1, s__Reyranella sp001557035, 95.0, 83.14, 0.83; GCA_001897995.1, s__Reyranella sp001897995, 95.0, 83.01, 0.76; GCA_002281855.1, s__Reyranella sp002281855, 95.0, 82.89, 0.82; GCA_001767945.1, s__Reyranella sp001767945, 95.0, 82.85, 0.78; GCA_003153415.1, s__Reyranella sp003153415, 95.0, 82.58, 0.75; GCF_000312425.1, s__Reyranella massiliensis, 95.0, 82.54, 0.81	43.23	11	0.982359365625	N/A
ERR687897.bin.12.orig	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	32.96	11	0.7487104577259998	Genome has more than 10.0% of markers with multiple hits
ERR687898.bin.3.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_000303155.1, s__Nitrososphaera gargensis, 95.0, 77.12, 0.36	41.47	11	0.917657420260078	N/A
ERR687898.bin.1.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.24	11	0.8246046405427924	N/A
ERR687898.bin.15.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.32	11	0.8240733382532319	N/A
ERR687898.bin.9.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.58	11	0.8232656961019946	N/A
ERR687898.bin.5.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.46	11	0.819681620702199	N/A
ERR687898.bin.12.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	71.6	11	0.7764844628406841	N/A
ERR687898.bin.13.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus;s__	Placement	taxonomic classification fully defined by topology	GCF_000720925.1, s__Phycicoccus jejuensis, 95.0, 80.7, 0.75; GCF_001428065.1, s__Phycicoccus sp001428065, 95.0, 80.62, 0.65; GCF_002846495.1, s__Phycicoccus duodecadis, 95.0, 80.42, 0.7; GCF_000367525.1, s__Phycicoccus elongata, 95.0, 78.58, 0.42	54.52	11	0.9286136625698324	N/A
